commentsCount,productType,type,videoDuration,videoViewCount,hour,day_of_week
-0.15662878302523137,-1.3090780791544077,1.096502726725059,-0.19879325370427703,-0.09614158721544422,-0.3467098644367283,-0.9013810211709412
-0.1618433109311008,-0.3709765240600439,1.096502726725059,-0.23727344574230944,-0.11346200719120894,0.13143174999597518,1.3026392587322666
-0.16010513496247766,-1.3090780791544077,1.096502726725059,0.3890023477012062,-0.11275223471639104,1.0877149788613822,-1.4523860911467432
-0.1618433109311008,1.5052265861286835,1.096502726725059,-0.18666935758270514,-0.11561104051774093,-0.58578067165308,-0.35037595119513926
-0.15836695899385453,-0.3709765240600439,1.096502726725059,-0.2142681645923703,-0.042021436010578915,0.13143174999597518,-0.9013810211709412
-0.16010513496247766,-0.3709765240600439,1.096502726725059,-0.21510905593827642,-0.11409291605771374,0.37050255721232694,0.7516341887564647
-0.04886187297059658,1.9742773636758655,1.096502726725059,0.02606360231444094,0.0044785190410330305,0.13143174999597518,-0.9013810211709412
-0.1618433109311008,-0.3709765240600439,-0.911990436163086,-0.2874759141546153,-0.1163109550415197,-0.8248514788694318,-1.4523860911467432
-0.1618433109311008,-1.3090780791544077,1.096502726725059,-0.03353927830806918,-0.11413234786187029,1.0877149788613822,-1.4523860911467432
-0.15836695899385453,-0.3709765240600439,1.096502726725059,0.16183617813552212,-0.1082865828956617,-0.8248514788694318,1.3026392587322666
-0.15489060705660823,-0.3709765240600439,-0.911990436163086,-0.2874759141546153,-0.1163109550415197,0.6095733644286787,0.2006291187806627
-0.1618433109311008,1.5052265861286835,-0.911990436163086,-0.2874759141546153,-0.1163109550415197,-0.3467098644367283,0.7516341887564647
-0.14793790318211567,-0.8400273016072257,1.096502726725059,0.6387596280524278,-0.10268726670543156,-1.3029930933021352,-0.9013810211709412
0.44999463002424517,1.0361758085815018,1.096502726725059,-0.17326529851661948,0.2145514556850548,-0.10763905722037655,0.7516341887564647
-0.16010513496247766,-0.3709765240600439,1.096502726725059,0.13589405258346307,-0.10475743642365046,0.37050255721232694,1.8536443287080686
-0.1531524310879851,-0.3709765240600439,-0.911990436163086,-0.2874759141546153,-0.1163109550415197,0.37050255721232694,0.2006291187806627
-0.15662878302523137,-1.3090780791544077,1.096502726725059,-0.12720453374832885,-0.11125382615844212,-1.0639222860857835,-1.4523860911467432
1.746673902617109,1.0361758085815018,1.096502726725059,2.4560889845779,2.3826303436246605,-1.0639222860857835,0.7516341887564647
-0.15489060705660823,-0.3709765240600439,1.096502726725059,0.06105472279781813,-0.07225577184761386,-0.58578067165308,1.3026392587322666
-0.15836695899385453,2.443328141223047,-0.911990436163086,-0.2874759141546153,-0.1163109550415197,-0.3467098644367283,-0.9013810211709412
-0.1618433109311008,1.0361758085815018,-0.911990436163086,-0.2874759141546153,-0.1163109550415197,0.37050255721232694,-0.35037595119513926
